"Feature","Mean","StdDev"
"Sphere.diameter",0.623245033112583,0.194667407540397
"Sphere.distance",0.623245033112583,0.194667407540397
"Delaunay.mesh.dimension",0.364271523178808,0.200562872395826
"Delaunay.point.spacing",0.453708609271523,0.239887795699127
"output",76.7112582781457,18.1405642802582
