"Feature","Mean","StdDev"
"Sphere.diameter",0.647840909090909,0.194152735607798
"Sphere.distance",0.647840909090909,0.194152735607798
"Delaunay.mesh.dimension",0.235795454545455,0.069381033396695
"Delaunay.point.spacing",0.402045454545455,0.232092723696574
"output",0.0895454545454546,0.0402266307087956
