"Feature","Mean","StdDev"
"Sphere.diameter",0.641976744186047,0.192487247965352
"Sphere.distance",0.641976744186047,0.192487247965352
"Delaunay.mesh.dimension",0.231744186046512,0.0647609515692382
"Delaunay.point.spacing",0.395116279069767,0.228157552303338
"output",7.05395348837209,3.38993919052515
